分类,状态量,状态描述,诊断分析,检修决策,报告名称
其它设备,nan,故障,"['分析区域AR01为C相母线线夹', '66kV联络母线C相线夹温度72.4℃', '与同类线夹最大温差37.5K2）近距离拍摄的热像图分析', '66kV联络母线C相线夹发热点为管母线线夹的两支固定螺丝', '温度分别为118.6℃、102.9℃3)母线线夹与引线线夹联接处的4支螺丝的温度为57.6℃4)管母线从线夹处向外温度逐渐降低⑵管母线与母线线夹接触电阻增大', '其接触部位线夹外表面温度57℃左右', '距离线夹越远管母线的温度越低；⑶母线线夹抱箍螺栓及设备线夹联板螺栓发热为热传导导致的物体尖棱状部位热量集中；⑷引线压接管异常发热为物体尖棱状部位热量集中', '引线发热量不平衡为压接部分金属体积较大散热影响⑵母线线夹抱箍螺栓整体温度较高', '高出管母线线夹本体约62K', '一般情况下物体的尖棱状部位热量集中不会存在过大温差', '据此怀疑存在第二热源', '产生的原因为螺栓与线夹抱箍接触电阻增大⑴由于引线距离压接管口约180mm处的温度高于压接管本体和近距离导线的温度', '，可能存在第3热源体', '，即引线压接管与导线接触不良；⑵热像图压接管各棱面温度不一致', '即引线压接管与导线接触不良；⑵热像图压接管各棱面温度不一致', '可能是压接棱面与热像仪镜头角度不一致折射的结果', '引线管口近处导线与距管口180mm处导线温度不一致', '可能为压接管体积较大散热较好影响；建议红外检测将些缺陷部位例行红外检测时拍摄红外热像图并及时分析', '监控其温度变化；建议配合停电对66kV联络母线C相及温度较高的线夹接触状态进行检查和处理；排除引线压接管与引线接触存在缺陷的可能性；建议红外检测将些缺陷部位例行红外检测时拍摄红外热像图并及时分析', 'a.建议配合停电对66kV联络母线C相及温度较高的线夹接触状态进行检查和处理；', '引线压接管口温度分别为43.5℃、44.0℃', '分别高于引线线夹中部温度(41.4℃)2.1K、2.6K6)引线距离引线压接管口约180mm处的温度为28.6℃、28.4℃', '高于距离管口约100mm处的导线温度4.7K、4.1K⑴热源为管母线与线夹接触处；⑴热源为管母线与线夹接触处、母线线夹抱箍螺栓与线夹接触处2处热源；管母线与母线线夹接触不良', '同位置最大温差为20K~30K', '母线线夹螺栓与线夹抱箍接触不良', '同位置最大温差60K~83K', '考虑物体尖棱状部位热量集中影响', '根据Q/GDW23.1.001-2010判定为一般缺陷；管母线与母线线夹接触不良', '同位置最大温差为20K~30K', '母线线夹螺栓与线夹抱箍接触不良', '同位置最大温差60K~83K', '考虑物体尖棱状部位热量集中影响', '根据Q/GDW23.1.001-2010判定为一般缺陷；']","('需停电处理', 'B类修检', ['不排除引线压接管与引线接触存在缺陷的可能性；'])",5-吉林-红外检测-66kV-管母线-O型线夹接触不良发热
其它设备,螺栓,螺栓故障,['软连接与母排接触面采用螺栓连接'],"('不需停电处理', 'D类修检', ['停电检修', '分析认为深层次原因是施工人员很难掌控哈佛线夹的紧固力度', '大量事实说明红外热成像检测技术能够行之有效的发现设备过热缺陷', '能够有效指导设备检修', '提高检修工作效率和质量'])",50-冀北-红外热像检测发现35kV电容器连接排过热缺陷
其它设备,螺栓,螺栓故障,['软连接与母排接触面采用螺栓连接'],"('不需停电处理', 'D类修检', ['停电检修', '分析认为深层次原因是施工人员很难掌控哈佛线夹的紧固力度', '大量事实说明红外热成像检测技术能够行之有效的发现设备过热缺陷', '能够有效指导设备检修', '提高检修工作效率和质量'])",51-冀北-红外热像检测发现35kV电容器连接排过热缺陷
其它设备,螺栓,螺栓故障,['软连接与母排接触面采用螺栓连接'],"('不需停电处理', 'D类修检', ['停电检修', '分析认为深层次原因是施工人员很难掌控哈佛线夹的紧固力度', '大量事实说明红外热成像检测技术能够行之有效的发现设备过热缺陷', '能够有效指导设备检修', '提高检修工作效率和质量'])",52-冀北-红外热像检测发现35kV电容器连接排过热缺陷
其它设备,避雷器,避雷器故障,['66kV633避雷器B相顶部接线板连接处发热65度'],"('需停电处理', 'A类修检', ['经过检修人员检查发现', '随即进行处理导线与金具为螺栓连接', '分析认为深层次原因是施工人员很难掌控哈佛线夹的紧固力度', '大量事实说明红外热成像检测技术能够行之有效的发现设备过热缺陷', '能够有效指导设备检修', '提高检修工作效率和质量'])",53-冀北-红外热像检测发现66kV电容器连接排过热缺陷
其它设备,避雷器,避雷器故障,['633避雷器引出线与电容器组汇流母排连接处发热A相79度'],"('需停电处理', 'A类修检', ['经过检修人员检查发现', '随即进行处理导线与金具为螺栓连接', '分析认为深层次原因是施工人员很难掌控哈佛线夹的紧固力度', '大量事实说明红外热成像检测技术能够行之有效的发现设备过热缺陷', '能够有效指导设备检修', '提高检修工作效率和质量'])",54-冀北-红外热像检测发现66kV电容器连接排过热缺陷
其它设备,连接排,连接排故障,['冀北电力检修分公司唐山东变电站3号500kV主变压器及以下66kV系统于2012年投入运行1）633电容器组B相15号电容器南侧水平连接排与垂直连接排连接处发热67度'],"('不需停电处理', 'D类修检', ['经过检修人员检查发现', '随即进行处理导线与金具为螺栓连接', '分析认为深层次原因是施工人员很难掌控哈佛线夹的紧固力度', '大量事实说明红外热成像检测技术能够行之有效的发现设备过热缺陷', '能够有效指导设备检修', '提高检修工作效率和质量'])",55-冀北-红外热像检测发现66kV电容器连接排过热缺陷
其它设备,连接排,连接排故障,['冀北电力检修分公司唐山东变电站3号500kV主变压器及以下66kV系统于2012年投入运行1）633电容器组A相26号电容器北侧水平连接排与垂直连接排连接处发热52度'],"('不需停电处理', 'D类修检', ['经过检修人员检查发现', '随即进行处理导线与金具为螺栓连接', '分析认为深层次原因是施工人员很难掌控哈佛线夹的紧固力度', '大量事实说明红外热成像检测技术能够行之有效的发现设备过热缺陷', '能够有效指导设备检修', '提高检修工作效率和质量'])",56-冀北-红外热像检测发现66kV电容器连接排过热缺陷
其它设备,nan,故障,"['对该发热点进行了精确测温', '选择成像的角度、色度', '，所示', '，并将此情况上报运检部', '并将此情况上报运检部', '冀北电力检修分公司唐山东变电站3号500kV主变压器及以下66kV系统于2012年投入运行软连接与母排接触面采用螺栓连接', '放电点多出现在连接头的四个角']","('需停电处理', 'B类修检', ['经过检修人员检查发现', '随即进行处理导线与金具为螺栓连接', '分析认为深层次原因是施工人员很难掌控哈佛线夹的紧固力度', '大量事实说明红外热成像检测技术能够行之有效的发现设备过热缺陷', '能够有效指导设备检修', '提高检修工作效率和质量'])",57-冀北-红外热像检测发现66kV电容器连接排过热缺陷
其它设备,连接排,连接排故障,['冀北电力检修分公司唐山东变电站3号500kV主变压器及以下66kV系统于2012年投入运行1）631电容器组B相31号电容器北侧水平连接排与垂直连接排连接处发热78.7度'],"('不需停电处理', 'D类修检', ['分析认为深层次原因是施工人员很难掌控哈佛线夹的紧固力度', '大量事实说明红外热成像检测技术能够行之有效的发现设备过热缺陷', '能够有效指导设备检修', '提高检修工作效率和质量'])",58-冀北-红外热像检测发现66kV电容器连接排过热缺陷
其它设备,母线,母线故障,"['初步判定#11间隔B相母线导体存在放电缺陷对万码变电站110kVGIS设备进行交流耐压和超声波局部放电联合检测', '发现Ⅰ段#11间隔母线B相超声检测异常', '初步判定造成B相Ⅰ段#11间隔母线粘有异物清除异物后', '发现Ⅰ段#11间隔B相母线处存在胶体残留物']","('需停电处理', 'A类修检', ['超声波局部放电检测能够有效地检测出GIS内部绝大部分缺陷', '即使低于运行设备检修的经验值', '也应该进行处理'])",59-天津-超声波局放检测发现110kV组合电器局放超标
其它设备,nan,故障,[],"('需停电处理', 'B类修检', [])",6-吉林-红外检测-220kV-管母线-管母线与隔离开关静触头连接处发热
其它设备,断路器,断路器故障,"['发现#8间隔断路器室与CT室之间绝缘盆处', '且颗粒多分布在断路器室侧对万码变电站110kVGIS设备进行交流耐压和超声波局部放电联合检测', '发现Ⅱ段#8间隔断路器室与CT室之间绝缘盆处超声检测异常', '连续图谱具体如图2所示GIS断路器等间隔为厂内安装', '#8间隔断路器室的两处绝缘盆上发现多个细小颗粒']","('需停电处理', 'A类修检', ['超声波局放检测可以有效检测金属自由颗粒缺陷', '检测效果明显优于超高频等其他检测手段'])",60-天津-超声波局放检测发现110kV组合电器金属自由颗粒
其它设备,nan,故障,"['对新中村110kV组合电器进行超声局放检测', '发现112间隔电缆进线气室存在较大震动', '，100Hz相关性明显', '100Hz相关性明显', '相位模式测量下呈典型震动图谱', '随即有对其进行了X射线成像', '，照片显示', '，A相与C相电缆头连接的电联节屏蔽罩存在明显偏移', 'A相与C相电缆头连接的电联节屏蔽罩存在明显偏移', '，震动是由于电缆头连接的电联节屏蔽罩松动而引起的', '震动是由于电缆头连接的电联节屏蔽罩松动而引起的']","('需停电处理', 'B类修检', ['随后对112间隔进行停电检修', '对超声波局部放电检测有异常情况的设备要特别重视', '并且超声波局部放电检测能够敏锐发现设备震动缺陷。X光透视对发现组合电器及其他设备内部位移极为有效', '改技术必将为设备的状态检修提供准确而有效的技术支持', '实现组合电器的""可视化""检测'])",61-天津-超声波局放检测发现110kV组合电器振动
其它设备,气室,故障,[],"('需停电处理', 'B类修检', ['怀疑组装人员在拆除导体保护套时', '超声波局部放电检测具有较强的抗电磁干扰能力', '在电磁环境复杂环境中具有较高的检测灵敏度', '能够有效地排查GIS设备内部的局部放电缺陷。由于超声波信号的特点', '进行多点地检测分析'])",62-天津-超声波局放检测发现220kV组合电器局放超标
其它设备,母线,母线故障,['发现4母线PT存在明显机械振动情况'],"('需停电处理', 'A类修检', ['随后试验人员对4母线PT进行外观和安装检查', '没有起到支撑的作用超声波局放检测可以有效发现设备震动缺陷', '效果明显优于特高频等电磁信号检测手段', '需要横向、纵向比较分析。同时也应该根据现场安装的实际情况以及结合其他带电检测手段进行综合判断和全面考虑', '最后给出准确的判断和处理方案'])",63-天津-超声波局放检测发现110kV组合电器振动
